chaju_id,credit_class,score_risk,gender,age,agegroup,job,edu,dwell_type,house_type,marriage,income_home_grp,income_ind_grp,expenditure_grp,child_cd,no_child,flag_priv_biz_cd
C-1963,C06,525,여성,26,20대,판매/서비스직,고등학교 졸업,자가,아파트,미혼,400-499만원,200-299만원,100-199만원,Y,0,N
C-1964,C05,488,여성,33,30대,사무직,대학교 졸업,전세,아파트,미혼,200-299만원,200-299만원,100-199만원,Y,0,N
C-1965,C05,448,여성,33,30대,전업주부,대학교 졸업,전세,아파트,기혼,300-399만원,모름/무응답,100-199만원,N,2,N
C-1966,C05,478,여성,37,30대,전업주부,대학교 졸업,자가,아파트,기혼,200-299만원,모름/무응답,100-199만원,N,2,N
C-1967,C04,358,여성,41,40대,전업주부,고등학교 졸업,자가,아파트,기혼,300-399만원,모름/무응답,99만원 이하,N,2,Y
C-1968,C04,305,남성,26,20대,행정관리/전문직,대학교 졸업,자가,연립/다세대/빌라,미혼,900-999만원,300-399만원,100-199만원,Y,0,N
C-1969,C05,464,여성,66,60대,전업주부,중학교 졸업,자가,단독주택,기혼,300-399만원,모름/무응답,99만원 이하,N,3,N
C-1970,C07,668,여성,43,40대,기능/노무직,전문대학 졸업,자가,단독주택,기혼,500-599만원,200-299만원,100-199만원,N,2,N
C-1971,C04,364,여성,64,60대,전업주부,중학교 졸업,자가,아파트,기혼,600-699만원,모름/무응답,100-199만원,N,2,N
C-1972,C05,478,남성,31,30대,판매/서비스직,대학교 졸업,자가,아파트,미혼,500-599만원,200-299만원,99만원 이하,Y,0,N
C-1973,C04,398,남성,49,40대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-1974,C04,361,여성,55,50대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,500-599만원,100-199만원,99만원 이하,Y,0,N
C-1975,C06,544,여성,63,60대,전업주부,고등학교 졸업,자가,단독주택,기혼,600-699만원,모름/무응답,300-399만원,N,2,N
C-1976,C05,438,여성,31,30대,사무직,대학교 졸업,월세,연립/다세대/빌라,미혼,100-199만원,100-199만원,99만원 이하,Y,0,N
C-1977,C04,324,남성,67,60대,기능/노무직,고등학교 졸업,자가,아파트,기혼,400-499만원,200-299만원,99만원 이하,N,2,N
C-1978,C04,338,여성,41,40대,전업주부,고등학교 졸업,자가,아파트,기혼,300-399만원,모름/무응답,99만원 이하,N,2,N
C-1979,C04,398,여성,42,40대,사무직,대학교 졸업,자가,아파트,기혼,500-599만원,100-199만원,99만원 이하,N,2,N
C-1980,C04,338,남성,37,30대,사무직,대학교 졸업,자가,아파트,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-1981,C05,454,여성,66,60대,전업주부,고등학교 졸업,자가,단독주택,기혼,400-499만원,모름/무응답,100-199만원,N,3,Y
C-1982,C05,428,남성,45,40대,행정관리/전문직,대학교 졸업,자가,단독주택,기혼,400-499만원,400-499만원,200-299만원,Y,0,N
C-1983,C05,424,여성,60,60대,판매/서비스직,고등학교 졸업,자가,연립/다세대/빌라,기혼,700-799만원,200-299만원,300-399만원,N,2,N
C-1984,C05,438,남성,45,40대,행정관리/전문직,대학교 졸업,자가,단독주택,기혼,700-799만원,700-799만원,100-199만원,N,2,Y
C-1985,C05,428,남성,38,30대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,500-599만원,500-599만원,100-199만원,N,2,N
C-1986,C05,438,남성,49,40대,판매/서비스직,전문대학 졸업,전세,연립/다세대/빌라,기혼,600-699만원,400-499만원,200-299만원,N,2,N
C-1987,C06,518,여성,43,40대,판매/서비스직,대학교 졸업,자가,아파트,기혼,400-499만원,100-199만원,100-199만원,N,2,N
C-1988,C04,335,여성,25,20대,사무직,전문대학 졸업,자가,아파트,미혼,600-699만원,100-199만원,99만원 이하,Y,0,N
C-1989,C04,338,남성,35,30대,사무직,대학교 졸업,전세,아파트,기혼,300-399만원,300-399만원,100-199만원,N,1,N
C-1990,C05,458,남성,49,40대,행정관리/전문직,대학원 졸업,자가,단독주택,기혼,600-699만원,600-699만원,100-199만원,N,2,N
C-1991,C05,447,여성,73,70대,무직/기타,중학교 졸업,자가,아파트,기타(이혼/별거/사별),99만원 이하,모름/무응답,99만원 이하,N,1,N
C-1992,C06,541,남성,50,50대,기능/노무직,고등학교 졸업,전세,연립/다세대/빌라,미혼,200-299만원,200-299만원,99만원 이하,Y,0,N
C-1993,C04,351,남성,56,50대,행정관리/전문직,대학원 졸업,자가,아파트,기혼,1000만원 이상,700-799만원,300-399만원,N,2,N
C-1994,C04,308,남성,37,30대,사무직,대학교 졸업,자가,아파트,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-1995,C04,317,남성,72,70대,기능/노무직,대학교 졸업,자가,아파트,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-1996,C04,367,여성,72,70대,전업주부,초등학교 졸업,자가,아파트,기혼,99만원 이하,모름/무응답,99만원 이하,N,2,N
C-1997,C05,468,여성,42,40대,전업주부,전문대학 졸업,자가,아파트,기혼,300-399만원,모름/무응답,100-199만원,N,2,N
C-1998,C05,408,남성,44,40대,행정관리/전문직,대학교 졸업,자가,단독주택,기혼,600-699만원,600-699만원,300-399만원,N,1,N
C-1999,C04,394,남성,62,60대,기능/노무직,고등학교 졸업,자가,단독주택,기혼,200-299만원,100-199만원,99만원 이하,N,3,N
C-2000,C05,444,남성,62,60대,판매/서비스직,고등학교 졸업,자가,단독주택,기혼,700-799만원,200-299만원,100-199만원,N,2,N
C-2001,C05,491,남성,54,50대,판매/서비스직,고등학교 졸업,자가,아파트,미혼,300-399만원,300-399만원,100-199만원,Y,0,N
C-2002,C05,461,남성,50,50대,기능/노무직,고등학교 졸업,전세,연립/다세대/빌라,미혼,200-299만원,200-299만원,99만원 이하,Y,0,N
C-2003,C03,278,여성,42,40대,사무직,대학교 졸업,자가,아파트,기혼,500-599만원,100-199만원,99만원 이하,N,2,N
C-2004,C05,491,남성,55,50대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,700-799만원,400-499만원,100-199만원,N,3,N
C-2005,C04,340,여성,21,20대,학생(재수생포함),대학교 재학,자가,아파트,미혼,700-799만원,모름/무응답,99만원 이하,Y,0,N
C-2006,C05,468,여성,33,30대,전업주부,대학교 졸업,전세,아파트,기혼,300-399만원,모름/무응답,100-199만원,N,2,N
C-2007,C03,297,여성,79,70대,전업주부,대학교 졸업,전세,아파트,기혼,300-399만원,모름/무응답,99만원 이하,N,1,N
C-2008,C05,414,여성,63,60대,판매/서비스직,고등학교 졸업,자가,단독주택,기혼,400-499만원,200-299만원,100-199만원,N,2,Y
C-2009,C05,498,남성,47,40대,기능/노무직,고등학교 졸업,자가,아파트,기혼,600-699만원,500-599만원,99만원 이하,N,2,Y
C-2010,C04,378,여성,38,30대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,700-799만원,300-399만원,100-199만원,N,2,N
C-2011,C05,438,여성,47,40대,전업주부,대학교 졸업,자가,단독주택,기혼,300-399만원,모름/무응답,100-199만원,N,2,N
C-2012,C05,441,남성,57,50대,기능/노무직,중학교 졸업,전세,아파트,기혼,200-299만원,100-199만원,100-199만원,N,2,N
C-2013,C05,428,여성,35,30대,사무직,전문대학 졸업,전세,아파트,기혼,500-599만원,200-299만원,99만원 이하,N,1,N
C-2014,C06,578,남성,30,30대,사무직,대학교 졸업,월세,아파트,미혼,200-299만원,200-299만원,100-199만원,Y,0,Y
C-2015,C03,297,여성,79,70대,전업주부,대학교 졸업,전세,아파트,기혼,300-399만원,모름/무응답,99만원 이하,N,1,N
C-2016,C05,447,여성,73,70대,무직/기타,중학교 졸업,자가,아파트,기타(이혼/별거/사별),99만원 이하,모름/무응답,99만원 이하,N,1,N
C-2017,C05,478,남성,31,30대,판매/서비스직,전문대학 졸업,자가,아파트,미혼,600-699만원,200-299만원,99만원 이하,Y,0,N
C-2018,C05,468,남성,38,30대,사무직,전문대학 졸업,자가,아파트,기혼,400-499만원,400-499만원,100-199만원,N,2,N
C-2019,C04,384,남성,68,60대,기능/노무직,중학교 졸업,자가,아파트,기혼,400-499만원,300-399만원,99만원 이하,N,3,Y
C-2020,C04,371,여성,58,50대,전업주부,고등학교 졸업,자가,아파트,기혼,300-399만원,모름/무응답,100-199만원,N,1,N
C-2021,C05,418,여성,48,40대,판매/서비스직,고등학교 졸업,자가,연립/다세대/빌라,기혼,500-599만원,200-299만원,100-199만원,N,2,N
C-2022,C05,404,여성,67,60대,판매/서비스직,중학교 졸업,자가,상가주택,기혼,800-899만원,100-199만원,100-199만원,N,2,N
C-2023,C06,528,여성,49,40대,전업주부,고등학교 졸업,전세,아파트,기혼,300-399만원,모름/무응답,99만원 이하,N,2,N
C-2024,C04,317,남성,72,70대,기능/노무직,대학교 졸업,자가,아파트,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-2025,C05,488,여성,34,30대,사무직,전문대학 졸업,전세,아파트,기혼,500-599만원,200-299만원,100-199만원,N,1,N
C-2026,C04,318,남성,38,30대,사무직,대학교 졸업,자가,아파트,기혼,600-699만원,500-599만원,300-399만원,N,1,N
C-2027,C06,544,남성,61,60대,무직/기타,중학교 졸업,자가,단독주택,기혼,100-199만원,모름/무응답,99만원 이하,N,3,Y
C-2028,C04,327,남성,74,70대,기능/노무직,고등학교 졸업,자가,아파트,기혼,300-399만원,200-299만원,99만원 이하,N,2,N
C-2029,C03,288,여성,40,40대,행정관리/전문직,대학교 졸업,자가,아파트,미혼,1000만원 이상,400-499만원,200-299만원,Y,0,N
C-2030,C05,494,남성,61,60대,행정관리/전문직,대학교 졸업,자가,연립/다세대/빌라,기혼,700-799만원,400-499만원,200-299만원,N,2,Y
C-2031,C03,297,남성,73,70대,사무직,대학교 졸업,자가,아파트,기혼,400-499만원,400-499만원,200-299만원,N,2,N
C-2032,C09,824,남성,61,60대,무직/기타,중학교 졸업,자가,단독주택,기혼,100-199만원,모름/무응답,99만원 이하,N,3,N
C-2033,C04,308,여성,37,30대,전업주부,대학교 졸업,자가,아파트,기혼,500-599만원,모름/무응답,99만원 이하,Y,0,Y
C-2034,C03,297,여성,75,70대,판매/서비스직,대학교 졸업,자가,아파트,기혼,500-599만원,200-299만원,99만원 이하,N,2,N
C-2035,C04,328,여성,35,30대,사무직,전문대학 졸업,전세,아파트,기혼,500-599만원,200-299만원,99만원 이하,N,1,N
C-2036,C04,361,여성,53,50대,기능/노무직,고등학교 졸업,자가,아파트,기혼,400-499만원,100-199만원,99만원 이하,N,2,Y
C-2037,C05,428,남성,44,40대,행정관리/전문직,대학교 졸업,자가,단독주택,기혼,600-699만원,600-699만원,300-399만원,N,1,N
C-2038,C04,394,여성,66,60대,전업주부,중학교 졸업,자가,단독주택,기혼,300-399만원,모름/무응답,99만원 이하,N,3,N
C-2039,C04,378,여성,38,30대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,500-599만원,200-299만원,100-199만원,N,2,N
C-2040,C04,341,남성,59,50대,사무직,고등학교 졸업,자가,아파트,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-2041,C05,438,여성,36,30대,기능/노무직,고등학교 졸업,자가,연립/다세대/빌라,기혼,500-599만원,200-299만원,200-299만원,N,1,N
C-2042,C03,294,남성,61,60대,행정관리/전문직,대학교 졸업,자가,연립/다세대/빌라,기혼,700-799만원,400-499만원,200-299만원,N,2,N
C-2043,C04,334,여성,66,60대,전업주부,대학교 졸업,자가,단독주택,기혼,700-799만원,모름/무응답,400-499만원,N,2,N
C-2044,C06,538,여성,31,30대,사무직,대학교 졸업,월세,연립/다세대/빌라,미혼,100-199만원,100-199만원,99만원 이하,Y,0,N
C-2045,C05,417,여성,71,70대,전업주부,고등학교 졸업,전세,단독주택,기타(이혼/별거/사별),99만원 이하,모름/무응답,99만원 이하,N,2,N
C-2046,C05,451,남성,52,50대,기능/노무직,고등학교 졸업,자가,아파트,기혼,600-699만원,400-499만원,100-199만원,N,2,N
C-2047,C05,404,여성,62,60대,판매/서비스직,중학교 졸업,자가,아파트,기혼,100-199만원,100-199만원,99만원 이하,N,2,N
C-2048,C05,488,남성,35,30대,사무직,대학교 졸업,사택/기타,아파트,기혼,300-399만원,300-399만원,99만원 이하,N,2,Y
C-2049,C04,371,남성,51,50대,무직/기타,고등학교 졸업,자가,아파트,기혼,400-499만원,모름/무응답,100-199만원,N,2,N
C-2050,C05,438,여성,31,30대,사무직,대학교 졸업,월세,연립/다세대/빌라,미혼,100-199만원,100-199만원,99만원 이하,Y,0,N
C-2051,C03,295,여성,29,20대,사무직,대학교 졸업,자가,아파트,미혼,800-899만원,200-299만원,99만원 이하,Y,0,N
C-2052,C05,471,여성,50,50대,기능/노무직,고등학교 졸업,자가,아파트,기혼,500-599만원,100-199만원,100-199만원,N,2,Y
C-2053,C04,357,남성,79,70대,판매/서비스직,대학교 졸업,자가,연립/다세대/빌라,기혼,300-399만원,300-399만원,99만원 이하,N,2,N
C-2054,C04,364,남성,62,60대,판매/서비스직,고등학교 졸업,자가,단독주택,기혼,700-799만원,200-299만원,100-199만원,N,2,N
C-2055,C05,410,여성,22,20대,학생(재수생포함),대학교 재학,전세,아파트,미혼,500-599만원,모름/무응답,200-299만원,Y,0,N
C-2056,C04,368,여성,48,40대,전업주부,고등학교 졸업,자가,아파트,기혼,300-399만원,모름/무응답,100-199만원,N,2,N
C-2058,C03,227,남성,78,70대,행정관리/전문직,대학원 졸업,자가,아파트,기혼,600-699만원,600-699만원,200-299만원,N,2,N
C-2059,C05,498,여성,38,30대,전업주부,대학교 졸업,전세,아파트,기혼,300-399만원,모름/무응답,100-199만원,N,1,N
C-2060,C05,448,여성,46,40대,전업주부,고등학교 졸업,자가,아파트,기혼,500-599만원,모름/무응답,100-199만원,N,2,N
C-2061,C04,350,여성,21,20대,학생(재수생포함),대학교 재학,자가,아파트,미혼,700-799만원,모름/무응답,99만원 이하,Y,0,N
C-2062,C03,285,남성,28,20대,사무직,대학교 졸업,자가,아파트,미혼,900-999만원,200-299만원,100-199만원,Y,0,N
C-2063,C04,398,여성,42,40대,전업주부,전문대학 졸업,자가,아파트,기혼,300-399만원,모름/무응답,100-199만원,N,2,N
C-2064,C08,761,여성,53,50대,기능/노무직,중학교 졸업,월세,연립/다세대/빌라,기혼,300-399만원,99만원 이하,99만원 이하,N,2,N
C-2065,C04,398,남성,40,40대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,500-599만원,300-399만원,100-199만원,N,2,N
C-2066,C04,307,남성,71,70대,학생(재수생포함),대학교 재학,자가,아파트,미혼,500-599만원,모름/무응답,99만원 이하,Y,0,Y
C-2067,C04,338,여성,34,30대,사무직,전문대학 졸업,전세,아파트,기혼,500-599만원,200-299만원,100-199만원,N,1,N
C-2068,C04,381,여성,59,50대,판매/서비스직,전문대학 졸업,자가,아파트,기혼,500-599만원,100-199만원,100-199만원,N,2,N
C-2069,C06,561,남성,54,50대,판매/서비스직,고등학교 졸업,자가,아파트,미혼,300-399만원,300-399만원,100-199만원,Y,0,N
C-2070,C05,464,남성,61,60대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,400-499만원,300-399만원,100-199만원,N,2,N
C-2071,C06,558,남성,31,30대,사무직,대학교 졸업,전세,아파트,미혼,200-299만원,200-299만원,99만원 이하,Y,0,N
C-2072,C04,357,여성,77,70대,전업주부,중학교 졸업,자가,아파트,기혼,100-199만원,모름/무응답,99만원 이하,N,3,N
C-2073,C08,774,여성,68,60대,판매/서비스직,초등학교 졸업,자가,아파트,기혼,200-299만원,99만원 이하,99만원 이하,N,2,Y
C-2074,C04,380,남성,22,20대,학생(재수생포함),대학교 재학,자가,아파트,미혼,600-699만원,모름/무응답,200-299만원,Y,0,N
C-2075,C04,351,여성,50,50대,기능/노무직,고등학교 졸업,자가,아파트,기혼,500-599만원,100-199만원,100-199만원,N,2,N
C-2076,C03,267,남성,76,70대,사무직,대학교 졸업,자가,아파트,기혼,500-599만원,400-499만원,100-199만원,N,2,N
C-2077,C04,381,남성,58,50대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,800-899만원,800-899만원,500-599만원,N,2,Y
C-2078,C04,398,남성,39,30대,사무직,대학교 졸업,자가,아파트,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-2079,C04,325,남성,29,20대,무직/기타,대학교 졸업,자가,아파트,미혼,700-799만원,모름/무응답,99만원 이하,Y,0,N
C-2080,C06,531,남성,54,50대,기능/노무직,대학교 졸업,자가,아파트,기혼,400-499만원,200-299만원,100-199만원,N,2,N
C-2081,C06,521,남성,54,50대,판매/서비스직,고등학교 졸업,자가,단독주택,기혼,700-799만원,500-599만원,200-299만원,N,2,N
C-2082,C05,458,남성,38,30대,사무직,전문대학 졸업,자가,아파트,기혼,400-499만원,400-499만원,100-199만원,N,2,N
C-2083,C06,564,여성,61,60대,기능/노무직,중학교 졸업,전세,단독주택,기혼,300-399만원,100-199만원,99만원 이하,N,1,N
C-2084,C04,328,여성,44,40대,전업주부,대학교 졸업,자가,아파트,기혼,400-499만원,모름/무응답,99만원 이하,N,2,Y
C-2085,C06,571,남성,57,50대,기능/노무직,중학교 졸업,전세,아파트,기혼,200-299만원,100-199만원,100-199만원,N,2,N
C-2086,C04,361,남성,59,50대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,500-599만원,300-399만원,99만원 이하,N,2,N
C-2087,C04,371,남성,56,50대,무직/기타,대학교 졸업,자가,아파트,기혼,300-399만원,모름/무응답,100-199만원,Y,0,N
C-2088,C05,425,남성,29,20대,무직/기타,대학교 졸업,자가,아파트,미혼,700-799만원,모름/무응답,99만원 이하,Y,0,N
C-2089,C05,408,여성,44,40대,전업주부,대학교 졸업,자가,아파트,기혼,400-499만원,모름/무응답,99만원 이하,N,2,N
C-2090,C03,297,여성,76,70대,사무직,전문대학 졸업,전세,아파트,기혼,400-499만원,100-199만원,99만원 이하,N,1,N
C-2091,C05,428,남성,34,30대,사무직,대학교 졸업,자가,단독주택,미혼,600-699만원,200-299만원,99만원 이하,Y,0,N
C-2092,C05,488,여성,38,30대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,500-599만원,200-299만원,200-299만원,N,1,N
C-2093,C03,285,여성,80,80대이상,학생(재수생포함),대학교 재학,자가,아파트,미혼,700-799만원,모름/무응답,99만원 이하,Y,0,N
C-2094,C05,464,여성,69,60대,기능/노무직,중학교 졸업,자가,연립/다세대/빌라,기타(이혼/별거/사별),100-199만원,100-199만원,99만원 이하,N,2,N
C-2095,C05,428,남성,35,30대,사무직,대학교 졸업,전세,아파트,기혼,300-399만원,300-399만원,100-199만원,N,1,N
C-2096,C05,448,남성,44,40대,사무직,대학교 졸업,자가,아파트,기혼,700-799만원,400-499만원,100-199만원,N,2,N
C-2097,C04,387,남성,75,70대,기능/노무직,고등학교 졸업,자가,연립/다세대/빌라,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-2098,C06,548,남성,49,40대,판매/서비스직,전문대학 졸업,전세,연립/다세대/빌라,기혼,600-699만원,400-499만원,200-299만원,N,2,N
C-2099,C07,618,남성,45,40대,무직/기타,고등학교 졸업,월세,상가주택,기타(이혼/별거/사별),99만원 이하,99만원 이하,99만원 이하,Y,0,N
C-2100,C06,521,남성,59,50대,판매/서비스직,고등학교 졸업,자가,단독주택,기혼,400-499만원,200-299만원,100-199만원,N,2,N
C-2101,C05,478,남성,36,30대,판매/서비스직,대학교 졸업,전세,아파트,기혼,400-499만원,400-499만원,100-199만원,N,1,N
C-2102,C05,421,여성,51,50대,사무직,대학교 졸업,자가,아파트,기혼,600-699만원,200-299만원,100-199만원,N,2,N
C-2103,C04,398,남성,49,40대,행정관리/전문직,대학원 졸업,자가,단독주택,기혼,600-699만원,600-699만원,100-199만원,N,2,N
C-2104,C05,408,남성,47,40대,사무직,대학교 졸업,자가,아파트,기혼,600-699만원,400-499만원,300-399만원,N,2,N
C-2105,C05,461,여성,59,50대,판매/서비스직,전문대학 졸업,자가,아파트,기혼,500-599만원,100-199만원,100-199만원,N,2,N
C-2106,C05,434,남성,61,60대,무직/기타,중학교 졸업,자가,단독주택,기혼,100-199만원,모름/무응답,99만원 이하,N,3,N
C-2107,C04,348,여성,47,40대,전업주부,대학교 졸업,자가,단독주택,기혼,300-399만원,모름/무응답,100-199만원,N,2,N
C-2108,C06,561,남성,56,50대,기능/노무직,고등학교 졸업,자가,연립/다세대/빌라,기혼,600-699만원,200-299만원,99만원 이하,N,2,Y
C-2109,C03,298,여성,49,40대,전업주부,대학교 졸업,자가,아파트,기혼,400-499만원,모름/무응답,99만원 이하,N,1,N
C-2110,C06,594,여성,65,60대,기능/노무직,중학교 졸업,자가,연립/다세대/빌라,기타(이혼/별거/사별),200-299만원,200-299만원,99만원 이하,N,2,N
C-2111,C06,528,남성,47,40대,기능/노무직,고등학교 졸업,자가,아파트,기혼,600-699만원,500-599만원,99만원 이하,N,2,N
C-2112,C05,411,남성,54,50대,판매/서비스직,고등학교 졸업,자가,아파트,미혼,300-399만원,300-399만원,100-199만원,Y,0,N
C-2113,C05,498,여성,30,30대,학생(재수생포함),대학원 재학,자가,연립/다세대/빌라,미혼,500-599만원,모름/무응답,99만원 이하,Y,0,N
C-2114,C05,498,남성,41,40대,사무직,대학교 졸업,자가,연립/다세대/빌라,기혼,300-399만원,300-399만원,100-199만원,N,2,Y
C-2115,C03,255,남성,85,80대이상,사무직,대학교 졸업,자가,아파트,기혼,600-699만원,600-699만원,100-199만원,N,2,N
C-2116,C05,470,남성,21,20대,학생(재수생포함),대학교 재학,자가,아파트,미혼,400-499만원,모름/무응답,100-199만원,Y,0,N
C-2117,C04,324,여성,61,60대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,1000만원 이상,100-199만원,99만원 이하,N,2,N
C-2118,C06,508,여성,43,40대,기능/노무직,전문대학 졸업,자가,단독주택,기혼,500-599만원,200-299만원,100-199만원,N,2,Y
C-2119,C06,575,남성,25,20대,학생(재수생포함),대학교 재학,자가,아파트,미혼,300-399만원,모름/무응답,99만원 이하,Y,0,N
C-2120,C05,478,남성,41,40대,사무직,대학교 졸업,자가,단독주택,기혼,600-699만원,300-399만원,99만원 이하,N,2,N
C-2121,C04,308,남성,37,30대,사무직,대학교 졸업,자가,아파트,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-2122,C04,381,남성,54,50대,기능/노무직,고등학교 졸업,자가,아파트,기혼,400-499만원,400-499만원,200-299만원,N,2,N
C-2123,C06,531,남성,53,50대,행정관리/전문직,대학원 졸업,자가,아파트,기혼,500-599만원,500-599만원,100-199만원,N,2,N
C-2124,C06,598,남성,46,40대,기능/노무직,고등학교 졸업,전세,단독주택,미혼,200-299만원,200-299만원,99만원 이하,Y,0,N
C-2125,C04,395,남성,26,20대,행정관리/전문직,대학교 졸업,자가,연립/다세대/빌라,미혼,900-999만원,300-399만원,100-199만원,Y,0,N
C-2126,C06,538,여성,47,40대,전업주부,대학교 졸업,자가,단독주택,기혼,300-399만원,모름/무응답,100-199만원,N,2,N
C-2127,C05,478,여성,34,30대,사무직,전문대학 졸업,전세,아파트,기혼,500-599만원,200-299만원,100-199만원,N,1,Y
C-2128,C08,758,남성,42,40대,판매/서비스직,전문대학 졸업,전세,아파트,기혼,500-599만원,200-299만원,200-299만원,Y,0,N
C-2129,C04,381,여성,50,50대,기능/노무직,고등학교 졸업,자가,아파트,기혼,500-599만원,100-199만원,100-199만원,N,2,N
C-2130,C05,470,남성,21,20대,학생(재수생포함),대학교 재학,자가,아파트,미혼,400-499만원,모름/무응답,100-199만원,Y,0,N
C-2132,C06,538,남성,44,40대,행정관리/전문직,고등학교 졸업,사택/기타,단독주택,기혼,400-499만원,모름/무응답,100-199만원,N,2,N
C-2133,C05,405,남성,27,20대,판매/서비스직,전문대학 졸업,자가,연립/다세대/빌라,미혼,600-699만원,100-199만원,99만원 이하,Y,0,N
C-2134,C04,358,여성,41,40대,전업주부,고등학교 졸업,자가,아파트,기혼,300-399만원,모름/무응답,99만원 이하,N,2,N
C-2135,C05,431,남성,57,50대,기능/노무직,중학교 졸업,전세,아파트,기혼,200-299만원,100-199만원,100-199만원,N,2,N
C-2136,C04,374,여성,63,60대,전업주부,고등학교 졸업,자가,단독주택,기혼,600-699만원,모름/무응답,300-399만원,N,2,N
C-2137,C04,318,남성,38,30대,사무직,전문대학 졸업,자가,아파트,기혼,400-499만원,400-499만원,100-199만원,N,2,N
C-2138,C05,434,여성,64,60대,기능/노무직,고등학교 졸업,자가,아파트,기타(이혼/별거/사별),100-199만원,100-199만원,99만원 이하,N,1,N
C-2139,C06,558,남성,31,30대,판매/서비스직,대학교 졸업,전세,연립/다세대/빌라,기혼,500-599만원,200-299만원,100-199만원,N,1,N
C-2140,C05,461,여성,59,50대,전업주부,대학교 졸업,월세,오피스텔,기타(이혼/별거/사별),300-399만원,300-399만원,99만원 이하,Y,0,N
C-2141,C05,414,여성,62,60대,판매/서비스직,중학교 졸업,자가,아파트,기혼,100-199만원,100-199만원,99만원 이하,N,2,N
C-2142,C05,404,여성,68,60대,무직/기타,중학교 졸업,자가,단독주택,기혼,300-399만원,모름/무응답,99만원 이하,N,1,N
C-2143,C05,488,남성,35,30대,판매/서비스직,대학교 졸업,자가,단독주택,미혼,400-499만원,300-399만원,99만원 이하,Y,0,N
C-2144,C04,398,여성,38,30대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,500-599만원,200-299만원,200-299만원,N,1,N
C-2145,C04,317,남성,72,70대,기능/노무직,대학교 졸업,자가,아파트,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-2146,C05,455,남성,25,20대,학생(재수생포함),대학교 재학,자가,아파트,미혼,300-399만원,모름/무응답,99만원 이하,Y,0,N
C-2147,C05,478,남성,35,30대,판매/서비스직,대학교 졸업,자가,단독주택,미혼,400-499만원,300-399만원,99만원 이하,Y,0,N
C-2148,C04,368,여성,49,40대,전업주부,고등학교 졸업,전세,아파트,기혼,300-399만원,모름/무응답,99만원 이하,N,2,N
C-2149,C04,348,여성,34,30대,사무직,전문대학 졸업,전세,아파트,기혼,500-599만원,200-299만원,100-199만원,N,1,N
C-2150,C02,185,남성,82,80대이상,행정관리/전문직,대학교 졸업,자가,아파트,기혼,800-899만원,600-699만원,99만원 이하,N,2,N
C-2151,C05,464,여성,69,60대,기능/노무직,중학교 졸업,자가,연립/다세대/빌라,기타(이혼/별거/사별),100-199만원,100-199만원,99만원 이하,N,2,N
C-2152,C05,491,여성,50,50대,기능/노무직,고등학교 졸업,자가,아파트,기혼,500-599만원,100-199만원,100-199만원,N,2,N
C-2153,C06,514,남성,62,60대,기능/노무직,고등학교 졸업,자가,단독주택,기혼,200-299만원,100-199만원,99만원 이하,N,3,Y
C-2154,C03,298,남성,34,30대,사무직,대학교 졸업,자가,단독주택,미혼,600-699만원,200-299만원,99만원 이하,Y,0,N
C-2155,C05,464,남성,68,60대,기능/노무직,고등학교 졸업,자가,연립/다세대/빌라,기혼,400-499만원,200-299만원,99만원 이하,N,2,N
C-2156,C06,528,여성,46,40대,전업주부,고등학교 졸업,자가,아파트,기혼,500-599만원,모름/무응답,100-199만원,N,2,N
C-2157,C03,281,여성,53,50대,사무직,대학교 졸업,자가,아파트,기혼,800-899만원,300-399만원,100-199만원,N,1,Y
C-2158,C05,498,남성,42,40대,기능/노무직,전문대학 졸업,전세,아파트,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-2159,C05,478,여성,49,40대,전업주부,고등학교 졸업,전세,아파트,기혼,300-399만원,모름/무응답,99만원 이하,N,2,N
C-2161,C04,360,남성,24,20대,학생(재수생포함),대학교 재학,자가,아파트,미혼,500-599만원,모름/무응답,99만원 이하,Y,0,N
